id	filename	md5	size	state
3dbc67a1-c49d-407c-867b-dc453f3aebc0	d94a4acc-1345-4cdb-b1e0-0b9c1afc593c.rna_seq.genomic.gdc_realn.bam	ae2e82046264f2347c34dcf0bc39e883	6381711258	released
b14f167e-72ec-432e-a374-6d9472eca448	841e54a1-9d65-4256-b70e-eb64659b40a4.rna_seq.genomic.gdc_realn.bam	9db5c8e4f9002708e6a621915da36db0	5805862042	released
4d85514e-171d-46e4-b6db-43b4f8ff2eb0	3f7a9aee-2d10-4426-855b-de9a48b278ce.rna_seq.genomic.gdc_realn.bam	16410b6199fc4f2936fef207f2451193	12122568566	released
99c213ba-55b9-42b6-9546-62b8d3f6c284	b71b334c-768e-46f6-bc7e-c95a11f44f03.rna_seq.genomic.gdc_realn.bam	4f45987b4022a02d3778fe60e509dab0	7555890504	released
40708d9c-1c51-4e7c-9ce2-185ea1480eb2	af407c3f-2dad-4fb9-850e-4a79b361589b.rna_seq.genomic.gdc_realn.bam	adb5186b0b31355091bbb24344f98aa2	4701716090	released
6f343aec-65e1-44ad-b4db-339d4ed62373	bc8b6dee-0f79-492f-85e1-c1a09d6f9680.rna_seq.genomic.gdc_realn.bam	993fb8d8b27440b0d2d24de47b3c5055	4493307525	released
63da5a36-0ec0-4d89-be9d-7319f0eae8ed	f8cc4515-2576-4a72-9cf1-28dfe774eda9.rna_seq.genomic.gdc_realn.bam	76999fcdd24b25e40fb2a1f57838019d	10988922874	released
9b179934-f54d-4256-84bd-3e516685a119	ff298d6f-071c-417a-acbe-a9ff38494f87.rna_seq.genomic.gdc_realn.bam	9265ded1df6a0a55eec1856c5ac9b499	5604283515	released
0ebf5cc5-f242-45ef-821a-939b51dc95a2	330845b9-1d53-47af-8cb7-30ce5d30625d.rna_seq.genomic.gdc_realn.bam	f947cd6ab0897ad716de58ddb7e9c70a	11625690408	released
2fa16f27-77e7-4f08-8263-eef90f96483d	772dcecf-b53d-42e2-8161-f48030150aa0.rna_seq.genomic.gdc_realn.bam	d320d86691bd97eadc949585b0cdc33d	4892856839	released
eae099b8-7486-42dc-9565-c875662eb729	db3c11b8-53c7-48f8-a16c-b86c1c7534b0.rna_seq.genomic.gdc_realn.bam	c9ebd5d7176a3482878f08f3c30f7250	6319973767	released
9988cad6-0f42-4112-975c-814bfc3e91c3	5d843590-36a7-4568-88a4-2bc09e14927f.rna_seq.genomic.gdc_realn.bam	cd44c71b164343953da10e1bbaa27884	5143221052	released
e87e6c78-12aa-4bda-8c7e-0c9c7b2cb774	aec36454-d9a1-4d51-90c6-561f219b6aee.rna_seq.genomic.gdc_realn.bam	16d2bf9263a1df525af750312aa8b2f7	10206201177	released
5fc71d41-3824-4649-9179-386bb566533c	4f721842-9460-4376-b577-59c3731f34a6.rna_seq.genomic.gdc_realn.bam	a203bae7d4b7c16ec99fadde514a1829	4105962850	released
885b29e1-c858-41c6-8282-0b4d0c6fbe6b	8a6d64cc-3f03-4a5d-b6ce-83fa9c7f7d07.rna_seq.genomic.gdc_realn.bam	3fd4bfaa38f849d6ca9b9cb36b282e12	9507224230	released
d816341b-dd8f-458a-b945-fd716c11c8c0	56c858be-3637-4ba0-81be-208a3edac992.rna_seq.genomic.gdc_realn.bam	ed9b6da31ebb5717b9181f20619558c9	8432669020	released
7c1bff62-84a9-446d-b5dc-bf92cfe6c58e	e9efd91b-8824-456b-b650-1d0287efbbe8.rna_seq.genomic.gdc_realn.bam	ec8aa054d7d57c482df3d65571a65db6	4290965794	released
62a350a6-9cb3-474b-8eb2-6eec9f6e2904	aa764c7d-2e26-4e8c-94d3-870772bad93f.rna_seq.genomic.gdc_realn.bam	4ab5ec887d872de85f0b865e93af7a77	4985685573	released
35a81dbe-bf1e-478c-8a95-d227b4195f34	ab589a7b-7cc9-4257-8fd7-241d2e3658da.rna_seq.genomic.gdc_realn.bam	f4fce4d218dfbbb1dc0200f26e85694e	6141487533	released
d0d763a9-856c-452b-9989-a72894b32326	962d56c6-0e10-4b55-9c4d-dbb89c983d74.rna_seq.genomic.gdc_realn.bam	3f1ea39e7befb563056d08f5c7bcfdb9	5662346336	released
20592e25-4b12-4cd3-b1b1-b8e8d6352960	a0c9ebdf-951b-4d8d-aa79-3ff1c82342cd.rna_seq.genomic.gdc_realn.bam	d5dac65024e7a71dc47f87f0701759ab	4125728421	released
98754b25-9c39-4830-b260-2d92b28f2e7a	fe3a5a49-7744-4336-a4b6-0e88f23e21d8.rna_seq.genomic.gdc_realn.bam	c80bfef74c49568fad698d08f4089f82	6115849714	released
52cffdce-261c-4c82-9b64-5f9e84a8c5ab	b8e8f06f-a5a9-4d16-b39f-585dcee31087.rna_seq.genomic.gdc_realn.bam	d52d40f1153e3db3c85264d52ebc8144	11779095612	released
dad25a07-fb2a-42d0-95b6-b072afbdaa7c	e0dabde8-1dd8-4aa6-9f23-51dc22fc2cae.rna_seq.genomic.gdc_realn.bam	b9cab093a7cce45fd5e5ade311ac5e60	12096649826	released
d289975b-8b9c-43be-91ec-10ebd401937f	9ba0ff4b-4276-45ee-a543-a2e837777923.rna_seq.genomic.gdc_realn.bam	a8609f90a3095435a1a41c20bd605212	4152554865	released
9f9b1a22-8bf8-4a2b-8d5d-dcc84271519d	2beab6d3-563d-421f-bf4a-7e1f843ec637.rna_seq.genomic.gdc_realn.bam	c5f9d08ea37c5e808ca5f9fa34075c82	3849820105	released
4fc71e83-8aab-449f-807a-db5d6eb21ab9	99c5c1c4-851a-42a4-b5a2-dd9da2959343.rna_seq.genomic.gdc_realn.bam	b51fceb2a4608fa784010d70881b4c2b	9140154255	released
e161311b-eb34-42fd-b906-d0b4cfb7c15a	bae79640-8273-42a2-913e-3d29e00ccc4f.rna_seq.genomic.gdc_realn.bam	7ab8d83a101c1166f704d2e3ff252b74	3795133791	released
7c8cde36-afef-49e3-a389-6aa07fdf0d88	32675d71-6f79-4b8f-ab7c-e2350b15875c.rna_seq.genomic.gdc_realn.bam	fa56c40b601d70135cf0046686d6d63b	5795496005	released
0a26152a-462f-4895-8fe8-15fcdcc56e16	7a7440bf-1ca1-4c6b-80f8-7151a38e5d18.rna_seq.genomic.gdc_realn.bam	e5c1e78018e998bc5cc9a7f84174d9d6	10727609971	released
aa7245fd-7073-4ff9-88cc-648a2c9f1f60	7b07706f-a1b4-4f18-a276-0822b578cc40.rna_seq.genomic.gdc_realn.bam	21feb9548888b7fef25807af55db46a2	4601176701	released
347924ac-b049-4a8b-a298-ba3a246f58e9	1890feb6-9f7f-4437-9828-198ff43e16b0.rna_seq.genomic.gdc_realn.bam	bbca8417b09f9df35e78663c3aa724ea	9397826481	released
86c05b02-68d0-473d-8aea-ab501cb40d29	59e8b7b7-5183-4655-aa5e-e4b5ba73eded.rna_seq.genomic.gdc_realn.bam	b38d06fb61e322b10ec20a33973aeda1	2639058071	released
4699cd8b-a11f-4151-a2ed-0618a476800b	9aa5eb7d-1d54-47f6-aeeb-59be4880f004.rna_seq.genomic.gdc_realn.bam	87241b2f9ed7cadd76e81d8c60baf797	9404041570	released
2a600a38-215c-4b2b-9b9d-ab5d3b9a0bbc	dc3ac0d3-d862-4761-ac12-60bb4d6758c1.rna_seq.genomic.gdc_realn.bam	ed5f7e0f9261705cfb2550b96dc10c02	4300689074	released
5fa0513c-3de7-4d3b-9df0-83f2df36b947	4102816c-2ab8-4ecb-83b0-4f78c052bcd8.rna_seq.genomic.gdc_realn.bam	a5ac6f3eae20210becf006c024b66ec2	5227030262	released
e8f2cdea-1430-43ad-8359-ead8b4c5fd6e	aea4fa60-a890-453e-8ba6-6f4f3d5ed084.rna_seq.genomic.gdc_realn.bam	68a823ca93c185a5473dfed724b24847	13503239530	released
6e90fa77-c338-4e9a-a43b-fa702386db08	be547f27-5157-4947-ad2a-c9d006dedabd.rna_seq.genomic.gdc_realn.bam	1ff234c2e52a96debd18d36d06c95bbd	8716617896	released
